Dataset,Source,Error
SynNeg 03/24,Metlin:138,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:139,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:142,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:143,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:144,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:145,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:147,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:149,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:150,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:155,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:156,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:159,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:160,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:161,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:162,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:163,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:164,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:165,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:166,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:168,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:170,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:171,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:172,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:174,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:175,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:176,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:177,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:178,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:180,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:182,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:183,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:194,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:195,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:197,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:199,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:200,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:201,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:202,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:203,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:205,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:207,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:208,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:209,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:210,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:211,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:213,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:214,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:215,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:216,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:217,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:218,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:219,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:220,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:221,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:222,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:223,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:224,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:225,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:229,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:230,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:231,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:232,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:233,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:234,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:235,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:236,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:237,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:238,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:239,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:241,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:243,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:246,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:247,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:248,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:258,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:259,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:260,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:263,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:264,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:266,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:267,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:268,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:269,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:270,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:271,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:272,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:273,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:274,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:275,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:276,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:277,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:278,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:279,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:280,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:281,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:282,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:283,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:284,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:285,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:290,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:291,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:292,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:293,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:294,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:295,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:296,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:297,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:298,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:299,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:300,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:301,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:302,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:303,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:304,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:305,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:306,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:307,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:308,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:309,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:310,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:311,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:312,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:314,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:316,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:317,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:318,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:319,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:320,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:321,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:322,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:323,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:324,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:325,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:326,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:327,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:328,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:329,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:330,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:331,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:332,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:334,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:336,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:337,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:338,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:339,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:340,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:341,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:342,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:343,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:344,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:345,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:346,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:347,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:348,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:349,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:350,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:351,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:352,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:353,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:354,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:355,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:356,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:357,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:358,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:359,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:360,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:361,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:362,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:363,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:364,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:365,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:366,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:367,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:368,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:369,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:370,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:371,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:372,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:373,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:374,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:375,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:377,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:378,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:379,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:380,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:381,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:382,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:383,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:384,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:385,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:386,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:387,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:388,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:389,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:390,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:391,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:392,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:393,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:394,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:395,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:396,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:397,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:399,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:400,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:402,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:403,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:404,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:405,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:406,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:407,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:408,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:409,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:410,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:411,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:412,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:413,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:414,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:415,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:416,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:417,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:418,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:419,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:420,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:422,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:423,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:424,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:425,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:426,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:427,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:428,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:429,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:430,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:431,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:432,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:433,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:434,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:435,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:436,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:437,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:438,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:439,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:440,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:441,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:442,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:443,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:444,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:445,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:446,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:447,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:448,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:449,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:450,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:452,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:454,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:455,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:456,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:457,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:458,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:459,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:460,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:461,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:462,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:463,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:464,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:465,Invalid Metlin Score: not a number (nan)
